workclass,education,marital-status,occupation,relationship,race,native-country,age,fnlwgt,education-nums,capital-gain,capital-loss,hours-per-week,sex,>50K
1,2,2,6,4,1,1,43,102895,10,0,0,40,0,0
5,4,2,3,4,1,1,40,33274,9,0,0,50,1,0
1,1,1,2,3,1,1,39,138192,13,0,0,40,0,0
1,4,3,2,2,1,1,31,118966,9,0,0,18,0,0
1,7,2,9,4,1,1,26,90980,11,0,0,55,1,0
2,4,1,4,3,1,1,46,177407,9,0,0,50,0,0
1,1,3,6,4,1,1,26,96467,13,0,0,40,1,0
1,4,3,11,2,1,1,34,111567,9,0,0,40,0,0
5,4,3,9,2,1,1,34,166545,9,0,0,40,1,0
1,1,3,6,2,1,1,34,188798,13,0,0,40,1,0
1,3,3,9,2,1,1,18,216284,7,0,0,20,1,0
1,4,1,10,3,1,21,43,191547,9,0,0,40,0,0
1,3,1,5,3,1,1,48,285335,7,0,0,50,0,0
3,2,1,5,3,1,1,28,142712,10,0,0,70,0,0
1,4,1,8,3,1,1,33,80945,9,0,0,40,0,0
1,2,3,4,4,1,1,24,309055,10,0,0,15,1,0
1,13,3,7,4,1,1,21,62339,6,0,0,40,0,0
1,3,3,4,2,1,1,17,368700,7,0,0,28,0,0
2,1,0,6,2,1,1,29,266855,13,0,0,40,0,0
1,2,3,11,2,1,1,24,121313,10,0,0,50,0,0
1,15,2,3,6,5,1,55,282753,3,0,0,25,0,0
1,4,3,7,6,5,1,23,153044,9,0,0,7,1,0
1,7,2,9,6,1,1,38,411797,11,0,0,40,1,0
1,4,3,9,4,1,1,19,376540,9,0,0,30,1,0
1,8,2,8,4,1,1,49,72393,5,0,0,40,1,0
1,4,1,2,3,1,1,27,96226,9,0,0,70,0,0
1,2,1,2,1,1,1,33,258498,10,0,0,60,1,0
0,2,1,0,3,1,1,63,149698,10,0,0,15,0,0
1,1,3,5,2,1,1,23,205865,13,0,0,28,0,0
3,2,1,2,3,1,0,33,155781,10,0,0,60,0,0
2,4,1,4,3,5,1,54,406468,9,0,0,40,0,0
1,7,2,1,4,1,1,29,177119,11,2174,0,45,1,0
0,2,2,0,6,5,1,48,144397,10,0,0,30,1,0
2,1,3,5,4,1,1,35,372525,13,0,0,40,0,0
1,7,1,9,1,2,8,28,164170,11,0,0,40,1,0
1,11,1,6,3,1,1,40,170108,14,0,0,40,0,0
1,2,2,4,2,1,1,47,341995,10,0,0,55,0,0
1,1,3,5,2,1,1,22,226508,13,0,0,50,1,0
1,4,1,1,3,1,1,28,109165,9,0,0,40,0,0
5,9,1,3,3,1,1,63,28856,4,0,0,55,0,0
2,8,1,2,3,1,1,51,175897,5,0,0,20,0,0
1,4,3,7,2,1,1,22,99697,9,0,0,40,1,0
0,6,1,0,2,3,1,27,90270,12,0,0,40,0,0
1,4,3,4,4,1,1,35,152375,9,0,0,45,0,0
1,4,2,8,4,1,1,46,171550,9,0,0,38,1,0
1,2,2,8,4,1,1,37,211154,10,0,0,52,0,0
1,1,3,6,2,5,1,24,202570,13,0,0,15,0,0
2,4,2,7,2,1,1,37,168496,9,0,0,10,0,0
1,2,1,1,3,1,1,53,68898,10,0,0,40,0,0
1,4,3,4,4,1,1,27,93235,9,0,0,30,0,0
1,2,2,2,4,1,1,38,278924,10,0,0,44,0,0
2,13,1,10,3,1,1,53,311020,6,0,0,60,0,0
1,2,3,2,4,1,1,34,175878,10,0,0,40,0,0
1,4,3,4,2,5,1,23,543028,9,0,0,40,0,0
1,11,1,6,1,2,11,43,158926,14,0,0,50,1,0
2,4,1,5,3,1,1,81,136063,9,0,0,30,0,0
1,2,3,3,2,1,1,21,186648,10,0,0,20,0,0
1,2,3,4,4,1,1,23,257509,10,0,0,25,0,0
1,2,3,11,6,1,1,25,98155,10,0,0,40,0,0
1,15,1,8,1,1,21,42,274198,3,0,0,38,1,0
1,2,1,9,1,5,1,38,97083,10,0,0,40,1,0
0,4,1,0,3,1,1,64,29825,9,0,0,5,0,0
1,4,1,8,3,1,1,32,262153,9,0,0,40,0,0
1,4,1,8,3,1,1,37,214738,9,0,0,40,0,0
1,2,3,4,4,1,1,22,91842,10,0,0,42,1,0
1,12,5,12,4,1,32,33,373662,2,0,0,40,1,0
1,4,2,8,4,1,1,42,162003,9,0,0,55,0,0
0,2,3,0,2,1,1,19,52114,10,0,0,10,1,0
5,16,1,3,3,1,1,51,241843,1,0,0,40,0,0
1,4,1,9,1,1,21,23,375871,9,0,0,40,1,0
1,11,3,6,4,1,1,47,21906,14,0,0,25,1,0
1,4,1,2,3,1,1,33,143653,9,0,0,30,0,0
1,6,2,3,6,3,1,31,78602,12,0,0,40,1,0
1,4,1,8,3,5,1,35,465507,9,0,0,40,0,0
1,4,3,3,4,1,1,18,293227,9,0,0,45,1,0
1,4,1,8,3,1,1,20,241752,9,0,0,40,0,0
5,2,2,5,6,5,1,54,166398,10,0,0,35,1,0
1,2,2,9,6,1,1,40,184682,10,0,0,40,1,0
1,2,2,2,6,1,1,43,250802,10,0,0,35,0,0
2,2,2,10,6,1,1,44,325159,10,0,0,40,0,0
1,9,0,3,6,5,1,51,269080,4,0,0,40,1,0
1,4,3,3,2,1,1,18,177722,9,0,0,20,1,0
1,2,1,5,3,1,1,51,133461,10,0,0,40,0,0
1,13,1,2,3,1,0,41,239683,6,0,0,30,0,0
5,13,2,11,4,1,1,33,298785,6,0,0,40,0,0
1,2,1,6,3,1,1,25,150062,10,0,0,45,0,0
1,4,2,8,4,1,1,32,169240,9,0,0,38,1,0
1,1,1,2,3,1,21,32,288273,13,0,0,70,0,0
1,13,2,5,6,1,1,36,526968,6,0,0,40,1,0
1,4,1,11,3,1,1,28,57066,9,0,0,40,0,0
1,4,3,3,2,1,1,20,323573,9,0,0,20,1,0
2,4,1,2,3,1,1,55,189721,9,0,0,20,0,0
0,7,0,0,4,1,1,36,94954,11,0,0,20,1,0
1,1,3,1,4,1,1,28,161538,13,0,0,35,1,0
1,4,1,2,3,1,1,37,200153,9,0,0,40,0,0
1,4,3,11,6,1,1,44,32185,9,0,0,70,0,0
1,2,3,4,4,1,1,25,178326,10,0,0,40,1,0
1,2,3,5,4,1,1,21,255957,10,4101,0,40,1,0
1,4,0,3,4,5,1,78,182977,9,2964,0,40,1,0
1,4,2,7,2,1,1,34,159929,9,0,0,40,0,0
1,4,3,9,4,1,1,49,123207,9,0,0,44,1,0
1,6,3,9,4,1,1,22,284317,12,0,0,40,1,0
0,4,3,0,6,5,1,23,184699,9,0,0,40,1,0
2,4,3,10,6,1,1,60,154474,9,0,0,42,0,0
1,7,2,3,4,1,1,63,254907,11,0,0,20,1,0
1,4,3,2,2,5,1,41,349221,9,0,0,35,1,0
1,4,2,9,6,1,1,47,335973,9,0,0,40,1,0
1,4,2,2,6,1,1,44,126701,9,0,0,40,0,0
